Fecha,Unidades,Dia,Mes,Año,Festivo,Dia_Semana,Semana_Año,Quincena,dias_laborales,Unidades predecidas
2013-12-27,2016,27,12,2013,0,4,52,2,1,1908.1074
2013-12-28,1043,28,12,2013,0,5,52,2,1,951.16376
2013-12-29,1,29,12,2013,0,6,52,2,0,29.667364
2013-12-30,1927,30,12,2013,0,0,1,2,1,1793.3468
2013-12-31,428,31,12,2013,0,1,1,2,1,474.81586
2014-01-01,0,1,1,2014,1,2,1,1,0,12.4839
2014-01-02,164,2,1,2014,0,3,1,1,1,409.34314
2014-01-03,289,3,1,2014,0,4,1,1,1,537.91815
2014-01-04,163,4,1,2014,0,5,1,1,1,222.74582
2014-01-05,0,5,1,2014,0,6,1,1,0,26.706736
2014-01-06,0,6,1,2014,1,0,2,1,0,35.575195
2014-01-07,547,7,1,2014,0,1,2,1,1,747.3465
2014-01-08,718,8,1,2014,0,2,2,1,1,1012.88074
2014-01-09,627,9,1,2014,0,3,2,1,1,1012.9291
2014-01-10,1269,10,1,2014,0,4,2,1,1,1012.9291
2014-01-11,348,11,1,2014,0,5,2,1,1,329.9396
2014-01-12,0,12,1,2014,0,6,2,1,0,26.706736
2014-01-13,854,13,1,2014,0,0,3,1,1,835.4181
2014-01-14,755,14,1,2014,0,1,3,1,1,978.6903
2014-01-15,1223,15,1,2014,0,2,3,1,1,1012.88074
2014-01-16,985,16,1,2014,0,3,3,2,1,1012.9291
2014-01-17,1113,17,1,2014,0,4,3,2,1,1012.9291
2014-01-18,136,18,1,2014,0,5,3,2,1,336.58743
2014-01-19,1,19,1,2014,0,6,3,2,0,26.706736
2014-01-20,634,20,1,2014,0,0,4,2,1,754.3864
2014-01-21,1025,21,1,2014,0,1,4,2,1,978.6903
2014-01-22,1140,22,1,2014,0,2,4,2,1,1012.88074
2014-01-23,1052,23,1,2014,0,3,4,2,1,1012.9291
2014-01-24,931,24,1,2014,0,4,4,2,1,1012.9291
2014-01-25,397,25,1,2014,0,5,4,2,1,363.79132
2014-01-26,1,26,1,2014,0,6,4,2,0,26.706736
2014-01-27,599,27,1,2014,0,0,5,2,1,704.6303
2014-01-28,1195,28,1,2014,0,1,5,2,1,1165.8918
2014-01-29,1177,29,1,2014,0,2,5,2,1,1236.5006
2014-01-30,1158,30,1,2014,0,3,5,2,1,1292.938
2014-01-31,1719,31,1,2014,0,4,5,2,1,1574.7281
2014-02-01,231,1,2,2014,0,5,5,1,1,264.5659
2014-02-02,6,2,2,2014,0,6,5,1,0,26.706736
2014-02-03,708,3,2,2014,0,0,6,1,1,754.7614
2014-02-04,940,4,2,2014,0,1,6,1,1,959.735
2014-02-05,1091,5,2,2014,0,2,6,1,1,1118.9039
2014-02-06,1325,6,2,2014,0,3,6,1,1,1219.041
2014-02-07,1317,7,2,2014,0,4,6,1,1,1219.041
2014-02-08,351,8,2,2014,0,5,6,1,1,349.28235
2014-02-09,0,9,2,2014,0,6,6,1,0,26.706736
2014-02-10,936,10,2,2014,0,0,7,1,1,925.46265
2014-02-11,953,11,2,2014,0,1,7,1,1,1077.389
2014-02-12,1291,12,2,2014,0,2,7,1,1,1215.8164
2014-02-13,1115,13,2,2014,0,3,7,1,1,1243.3888
2014-02-14,1226,14,2,2014,0,4,7,1,1,1243.3888
2014-02-15,293,15,2,2014,0,5,7,1,1,336.58743
2014-02-16,0,16,2,2014,0,6,7,2,0,26.706736
2014-02-17,848,17,2,2014,0,0,8,2,1,856.42865
2014-02-18,1030,18,2,2014,0,1,8,2,1,1077.389
2014-02-19,1075,19,2,2014,0,2,8,2,1,1215.8164
2014-02-20,1085,20,2,2014,0,3,8,2,1,1243.3888
2014-02-21,1188,21,2,2014,0,4,8,2,1,1243.3888
2014-02-22,310,22,2,2014,0,5,8,2,1,336.58743
2014-02-23,0,23,2,2014,0,6,8,2,0,26.706736
2014-02-24,861,24,2,2014,0,0,9,2,1,860.92456
2014-02-25,1123,25,2,2014,0,1,9,2,1,1087.3939
2014-02-26,1321,26,2,2014,0,2,9,2,1,1281.6151
2014-02-27,1476,27,2,2014,0,3,9,2,1,1341.9155
2014-02-28,1770,28,2,2014,0,4,9,2,1,1618.5814
2014-03-01,211,1,3,2014,0,5,9,1,1,265.45193
2014-03-02,0,2,3,2014,0,6,9,1,0,26.706736
2014-03-03,660,3,3,2014,0,0,10,1,1,724.5593
2014-03-04,867,4,3,2014,0,1,10,1,1,959.735
2014-03-05,1021,5,3,2014,0,2,10,1,1,1148.0137
2014-03-06,1175,6,3,2014,0,3,10,1,1,1248.1508
2014-03-07,1327,7,3,2014,0,4,10,1,1,1248.1508
2014-03-08,331,8,3,2014,0,5,10,1,1,327.23138
2014-03-09,0,9,3,2014,0,6,10,1,0,26.706736
2014-03-10,831,10,3,2014,0,0,11,1,1,925.46265
2014-03-11,1166,11,3,2014,0,1,11,1,1,1077.389
2014-03-12,1163,12,3,2014,0,2,11,1,1,1244.9261
2014-03-13,1216,13,3,2014,0,3,11,1,1,1272.4985
2014-03-14,1220,14,3,2014,0,4,11,1,1,1272.4985
2014-03-15,343,15,3,2014,0,5,11,1,1,336.58743
2014-03-16,6,16,3,2014,0,6,11,2,0,26.706736
2014-03-17,735,17,3,2014,0,0,12,2,1,856.42865
2014-03-18,1061,18,3,2014,0,1,12,2,1,1077.389
2014-03-19,1135,19,3,2014,0,2,12,2,1,1244.9261
2014-03-20,1240,20,3,2014,0,3,12,2,1,1272.4985
2014-03-21,1374,21,3,2014,0,4,12,2,1,1272.4985
2014-03-22,335,22,3,2014,0,5,12,2,1,336.58743
2014-03-23,1,23,3,2014,0,6,12,2,0,26.706736
2014-03-24,0,24,3,2014,1,0,13,2,0,26.107735
2014-03-25,879,25,3,2014,0,1,13,2,1,1087.3939
2014-03-26,1303,26,3,2014,0,2,13,2,1,1310.7249
2014-03-27,1439,27,3,2014,0,3,13,2,1,1341.9155
2014-03-28,1280,28,3,2014,0,4,13,2,1,1618.5814
2014-03-29,653,29,3,2014,0,5,13,2,1,712.85474
2014-03-30,2,30,3,2014,0,6,13,2,0,29.470425
2014-03-31,1210,31,3,2014,0,0,14,2,1,1281.144
2014-04-01,1219,1,4,2014,0,1,14,1,1,914.5465
2014-04-02,960,2,4,2014,0,2,14,1,1,1045.6914
2014-04-03,1220,3,4,2014,0,3,14,1,1,1199.7048
2014-04-04,1438,4,4,2014,0,4,14,1,1,1247.1692
2014-04-05,382,5,4,2014,0,5,14,1,1,305.8699
2014-04-06,0,6,4,2014,0,6,14,1,0,26.706736
2014-04-07,1087,7,4,2014,0,0,15,1,1,947.948
2014-04-08,1290,8,4,2014,0,1,15,1,1,1077.389
2014-04-09,1480,9,4,2014,0,2,15,1,1,1244.9261
2014-04-10,1582,10,4,2014,0,3,15,1,1,1272.4985
2014-04-11,1575,11,4,2014,0,4,15,1,1,1272.4985
2014-04-12,228,12,4,2014,0,5,15,1,1,313.2555
2014-04-13,0,13,4,2014,0,6,15,1,0,26.706736
2014-04-14,1321,14,4,2014,0,0,16,1,1,947.948
2014-04-15,1133,15,4,2014,0,1,16,1,1,1077.389
2014-04-16,886,16,4,2014,0,2,16,2,1,1244.9261
2014-04-17,0,17,4,2014,1,3,16,2,0,77.97595
2014-04-18,0,18,4,2014,1,4,16,2,0,77.97595
2014-04-19,0,19,4,2014,0,5,16,2,1,336.51144
2014-04-20,0,20,4,2014,0,6,16,2,0,26.706736
2014-04-21,684,21,4,2014,0,0,17,2,1,878.914
2014-04-22,1079,22,4,2014,0,1,17,2,1,1077.389
2014-04-23,1182,23,4,2014,0,2,17,2,1,1244.9261
2014-04-24,1386,24,4,2014,0,3,17,2,1,1272.4985
2014-04-25,1157,25,4,2014,0,4,17,2,1,1282.5034
2014-04-26,479,26,4,2014,0,5,17,2,1,412.1873
2014-04-27,1,27,4,2014,0,6,17,2,0,26.706736
2014-04-28,1081,28,4,2014,0,0,18,2,1,1000.5821
2014-04-29,1427,29,4,2014,0,1,18,2,1,1454.9619
2014-04-30,1945,30,4,2014,0,2,18,2,1,1752.0739
2014-05-01,2,1,5,2014,1,3,18,1,0,22.24748
2014-05-02,917,2,5,2014,0,4,18,1,1,1144.8469
2014-05-03,294,3,5,2014,0,5,18,1,1,311.76834
2014-05-04,1,4,5,2014,0,6,18,1,0,26.706736
2014-05-05,849,5,5,2014,0,0,19,1,1,747.0447
2014-05-06,1070,6,5,2014,0,1,19,1,1,951.146
2014-05-07,1127,7,5,2014,0,2,19,1,1,1211.9894
2014-05-08,1240,8,5,2014,0,3,19,1,1,1263.9095
2014-05-09,1202,9,5,2014,0,4,19,1,1,1263.9095
2014-05-10,316,10,5,2014,0,5,19,1,1,346.1352
2014-05-11,0,11,5,2014,0,6,19,1,0,26.706736
2014-05-12,788,12,5,2014,0,0,20,1,1,947.948
2014-05-13,1193,13,5,2014,0,1,20,1,1,1068.8
2014-05-14,1272,14,5,2014,0,2,20,1,1,1236.3372
2014-05-15,1218,15,5,2014,0,3,20,1,1,1263.9095
2014-05-16,1235,16,5,2014,0,4,20,2,1,1263.9095
2014-05-17,362,17,5,2014,0,5,20,2,1,355.46786
2014-05-18,1,18,5,2014,0,6,20,2,0,26.706736
2014-05-19,822,19,5,2014,0,0,21,2,1,878.914
2014-05-20,1140,20,5,2014,0,1,21,2,1,1068.8
2014-05-21,1210,21,5,2014,0,2,21,2,1,1236.3372
2014-05-22,1249,22,5,2014,0,3,21,2,1,1263.9095
2014-05-23,1227,23,5,2014,0,4,21,2,1,1263.9095
2014-05-24,390,24,5,2014,0,5,21,2,1,377.40225
2014-05-25,0,25,5,2014,0,6,21,2,0,26.706736
2014-05-26,729,26,5,2014,0,0,22,2,1,869.58685
2014-05-27,1282,27,5,2014,0,1,22,2,1,1252.0677
2014-05-28,1689,28,5,2014,0,2,22,2,1,1410.0406
2014-05-29,1625,29,5,2014,0,3,22,2,1,1636.048
2014-05-30,1890,30,5,2014,0,4,22,2,1,1903.968
2014-05-31,673,31,5,2014,0,5,22,2,1,709.1529
2014-06-01,1,1,6,2014,0,6,22,1,0,26.706736
2014-06-02,0,2,6,2014,1,0,23,1,0,28.78455
2014-06-03,760,3,6,2014,0,1,23,1,1,903.68164
2014-06-04,998,4,6,2014,0,2,23,1,1,1139.4247
2014-06-05,1232,5,6,2014,0,3,23,1,1,1238.5802
2014-06-06,1229,6,6,2014,0,4,23,1,1,1239.5618
2014-06-07,368,7,6,2014,0,5,23,1,1,360.4688
2014-06-08,1,8,6,2014,0,6,23,1,0,26.706736
2014-06-09,1049,9,6,2014,0,0,24,1,1,947.948
2014-06-10,1213,10,6,2014,0,1,24,1,1,1068.8
2014-06-11,1317,11,6,2014,0,2,24,1,1,1236.3372
2014-06-12,1233,12,6,2014,0,3,24,1,1,1263.9095
2014-06-13,847,13,6,2014,0,4,24,1,1,1263.9095
2014-06-14,410,14,6,2014,0,5,24,1,1,387.22644
2014-06-15,0,15,6,2014,0,6,24,1,0,26.706736
2014-06-16,1102,16,6,2014,0,0,25,2,1,891.96655
2014-06-17,1195,17,6,2014,0,1,25,2,1,1068.8
2014-06-18,1161,18,6,2014,0,2,25,2,1,1236.3372
2014-06-19,1198,19,6,2014,0,3,25,2,1,1263.9095
2014-06-20,1232,20,6,2014,0,4,25,2,1,1263.9095
2014-06-21,333,21,6,2014,0,5,25,2,1,376.00558
2014-06-22,1,22,6,2014,0,6,25,2,0,26.706736
2014-06-23,0,23,6,2014,1,0,26,2,0,26.246655
2014-06-24,829,24,6,2014,0,1,26,2,1,1068.8
2014-06-25,1220,25,6,2014,0,2,26,2,1,1246.342
2014-06-26,1489,26,6,2014,0,3,26,2,1,1353.385
2014-06-27,1889,27,6,2014,0,4,26,2,1,1487.6257
2014-06-28,839,28,6,2014,0,5,26,2,1,690.5994
2014-06-29,1,29,6,2014,0,6,26,2,0,29.470425
2014-06-30,5,30,6,2014,1,0,27,2,0,25.136948
2014-07-01,543,1,7,2014,0,1,27,1,1,914.5465
2014-07-02,1001,2,7,2014,0,2,27,1,1,1045.6914
2014-07-03,1143,3,7,2014,0,3,27,1,1,1191.1158
2014-07-04,920,4,7,2014,0,4,27,1,1,1238.5802
2014-07-05,245,5,7,2014,0,5,27,1,1,346.45523
2014-07-06,0,6,7,2014,0,6,27,1,0,26.706736
2014-07-07,768,7,7,2014,0,0,28,1,1,947.948
2014-07-08,1172,8,7,2014,0,1,28,1,1,1068.8
2014-07-09,1181,9,7,2014,0,2,28,1,1,1236.3372
2014-07-10,1273,10,7,2014,0,3,28,1,1,1263.9095
2014-07-11,1229,11,7,2014,0,4,28,1,1,1263.9095
2014-07-12,383,12,7,2014,0,5,28,1,1,379.21085
2014-07-13,1,13,7,2014,0,6,28,1,0,26.706736
2014-07-14,952,14,7,2014,0,0,29,1,1,947.948
2014-07-15,1174,15,7,2014,0,1,29,1,1,1068.8
2014-07-16,955,16,7,2014,0,2,29,2,1,1236.3372
2014-07-17,1345,17,7,2014,0,3,29,2,1,1263.9095
2014-07-18,1133,18,7,2014,0,4,29,2,1,1263.9095
2014-07-19,329,19,7,2014,0,5,29,2,1,367.99
2014-07-20,2,20,7,2014,1,6,29,2,0,26.706736
2014-07-21,686,21,7,2014,0,0,30,2,1,878.914
2014-07-22,1212,22,7,2014,0,1,30,2,1,1068.8
2014-07-23,1168,23,7,2014,0,2,30,2,1,1236.3372
2014-07-24,1334,24,7,2014,0,3,30,2,1,1263.9095
2014-07-25,1260,25,7,2014,0,4,30,2,1,1273.9144
2014-07-26,528,26,7,2014,0,5,30,2,1,426.5947
2014-07-27,3,27,7,2014,0,6,30,2,0,26.706736
2014-07-28,1075,28,7,2014,0,0,31,2,1,1000.5821
2014-07-29,1476,29,7,2014,0,1,31,2,1,1490.7457
2014-07-30,1724,30,7,2014,0,2,31,2,1,1733.5667
2014-07-31,1552,31,7,2014,0,3,31,2,1,1891.2861
2014-08-01,1604,1,8,2014,0,4,31,1,1,1203.3741
2014-08-02,318,2,8,2014,0,5,31,1,1,304.3103
2014-08-03,0,3,8,2014,0,6,31,1,0,26.706736
2014-08-04,825,4,8,2014,0,0,32,1,1,747.0447
2014-08-05,1034,5,8,2014,0,1,32,1,1,986.8815
2014-08-06,1318,6,8,2014,0,2,32,1,1,1217.2517
2014-08-07,4,7,8,2014,1,3,32,1,0,80.77462
2014-08-08,1239,8,8,2014,0,4,32,1,1,1299.645
2014-08-09,368,9,8,2014,0,5,32,1,1,371.41486
2014-08-10,1,10,8,2014,0,6,32,1,0,26.706736
2014-08-11,1047,11,8,2014,0,0,33,1,1,957.31464
2014-08-12,1160,12,8,2014,0,1,33,1,1,1104.5355
2014-08-13,1553,13,8,2014,0,2,33,1,1,1272.0726
2014-08-14,1604,14,8,2014,0,3,33,1,1,1299.645
2014-08-15,1423,15,8,2014,0,4,33,1,1,1299.645
2014-08-16,344,16,8,2014,0,5,33,2,1,367.99
2014-08-17,0,17,8,2014,0,6,33,2,0,26.706736
2014-08-18,0,18,8,2014,1,0,34,2,0,26.246655
2014-08-19,927,19,8,2014,0,1,34,2,1,1104.5355
2014-08-20,1108,20,8,2014,0,2,34,2,1,1272.0726
2014-08-21,1291,21,8,2014,0,3,34,2,1,1299.645
2014-08-22,1400,22,8,2014,0,4,34,2,1,1299.645
2014-08-23,384,23,8,2014,0,5,34,2,1,367.99
2014-08-24,1,24,8,2014,0,6,34,2,0,26.706736
2014-08-25,865,25,8,2014,0,0,35,2,1,891.5526
2014-08-26,1479,26,8,2014,0,1,35,2,1,1178.9716
2014-08-27,1622,27,8,2014,0,2,35,2,1,1370.823
2014-08-28,1723,28,8,2014,0,3,35,2,1,1482.462
2014-08-29,1969,29,8,2014,0,4,35,2,1,1756.0269
2014-08-30,917,30,8,2014,0,5,35,2,1,893.7673
2014-08-31,8,31,8,2014,0,6,35,2,0,29.470425
2014-09-01,810,1,9,2014,0,0,36,1,1,807.76715
2014-09-02,803,2,9,2014,0,1,36,1,1,939.4171
2014-09-03,1297,3,9,2014,0,2,36,1,1,1127.6958
2014-09-04,1477,4,9,2014,0,3,36,1,1,1274.3157
2014-09-05,1346,5,9,2014,0,4,36,1,1,1274.3157
2014-09-06,408,6,9,2014,0,5,36,1,1,346.45523
2014-09-07,1,7,9,2014,0,6,36,1,0,26.706736
2014-09-08,1042,8,9,2014,0,0,37,1,1,957.31464
2014-09-09,1254,9,9,2014,0,1,37,1,1,1104.5355
2014-09-10,1497,10,9,2014,0,2,37,1,1,1272.0726
2014-09-11,1378,11,9,2014,0,3,37,1,1,1299.645
2014-09-12,1256,12,9,2014,0,4,37,1,1,1299.645
2014-09-13,472,13,9,2014,0,5,37,1,1,380.48553
2014-09-14,1,14,9,2014,0,6,37,1,0,26.706736
2014-09-15,938,15,9,2014,0,0,38,1,1,901.3332
2014-09-16,1225,16,9,2014,0,1,38,2,1,1104.5355
2014-09-17,1384,17,9,2014,0,2,38,2,1,1272.0726
2014-09-18,1311,18,9,2014,0,3,38,2,1,1299.645
2014-09-19,1218,19,9,2014,0,4,38,2,1,1299.645
2014-09-20,328,20,9,2014,0,5,38,2,1,380.48553
2014-09-21,0,21,9,2014,0,6,38,2,0,26.706736
2014-09-22,890,22,9,2014,0,0,39,2,1,901.3332
2014-09-23,1206,23,9,2014,0,1,39,2,1,1104.5355
2014-09-24,1335,24,9,2014,0,2,39,2,1,1272.0726
2014-09-25,1466,25,9,2014,0,3,39,2,1,1309.6499
2014-09-26,1514,26,9,2014,0,4,39,2,1,1410.0894
2014-09-27,469,27,9,2014,0,5,39,2,1,558.61194
2014-09-28,10,28,9,2014,0,6,39,2,0,26.706736
2014-09-29,1285,29,9,2014,0,0,40,2,1,1246.8522
2014-09-30,2026,30,9,2014,0,1,40,2,1,1847.8647
2014-10-01,1156,1,10,2014,0,2,40,1,1,1104.2186
2014-10-02,1286,2,10,2014,0,3,40,1,1,1203.3741
2014-10-03,1165,3,10,2014,0,4,40,1,1,1226.8513
2014-10-04,333,4,10,2014,0,5,40,1,1,346.45523
2014-10-05,0,5,10,2014,0,6,40,1,0,26.706736
2014-10-06,929,6,10,2014,0,0,41,1,1,793.0107
2014-10-07,1290,7,10,2014,0,1,41,1,1,1080.1877
2014-10-08,1457,8,10,2014,0,2,41,1,1,1272.0726
2014-10-09,989,9,10,2014,0,3,41,1,1,1299.645
2014-10-10,1861,10,10,2014,0,4,41,1,1,1299.645
2014-10-11,370,11,10,2014,0,5,41,1,1,380.48553
2014-10-12,5,12,10,2014,0,6,41,1,0,26.706736
2014-10-13,0,13,10,2014,1,0,42,1,0,26.246655
2014-10-14,969,14,10,2014,0,1,42,1,1,1104.5355
2014-10-15,1261,15,10,2014,0,2,42,1,1,1272.0726
2014-10-16,1369,16,10,2014,0,3,42,2,1,1299.645
2014-10-17,1349,17,10,2014,0,4,42,2,1,1299.645
2014-10-18,389,18,10,2014,0,5,42,2,1,380.48553
2014-10-19,2,19,10,2014,0,6,42,2,0,26.706736
2014-10-20,931,20,10,2014,0,0,43,2,1,901.3332
2014-10-21,1175,21,10,2014,0,1,43,2,1,1104.5355
2014-10-22,1360,22,10,2014,0,2,43,2,1,1272.0726
2014-10-23,1344,23,10,2014,0,3,43,2,1,1299.645
2014-10-24,1404,24,10,2014,0,4,43,2,1,1299.645
2014-10-25,373,25,10,2014,0,5,43,2,1,396.9014
2014-10-26,0,26,10,2014,0,6,43,2,0,26.706736
2014-10-27,1095,27,10,2014,0,0,44,2,1,884.38196
2014-10-28,1459,28,10,2014,0,1,44,2,1,1371.1824
2014-10-29,1871,29,10,2014,0,2,44,2,1,1620.8478
2014-10-30,1827,30,10,2014,0,3,44,2,1,1886.833
2014-10-31,2514,31,10,2014,0,4,44,2,1,2074.162
2014-11-01,230,1,11,2014,0,5,44,1,1,279.48483
2014-11-02,1,2,11,2014,0,6,44,1,0,26.706736
2014-11-03,0,3,11,2014,1,0,45,1,0,21.099699
2014-11-04,674,4,11,2014,0,1,45,1,1,986.8815
2014-11-05,959,5,11,2014,0,2,45,1,1,1175.1602
2014-11-06,1373,6,11,2014,0,3,45,1,1,1334.8906
2014-11-07,1360,7,11,2014,0,4,45,1,1,1334.8906
2014-11-08,350,8,11,2014,0,5,45,1,1,350.67038
2014-11-09,0,9,11,2014,0,6,45,1,0,26.706736
2014-11-10,852,10,11,2014,0,0,46,1,1,957.31464
2014-11-11,473,11,11,2014,0,1,46,1,1,1104.5355
2014-11-12,1681,12,11,2014,0,2,46,1,1,1331.666
2014-11-13,1596,13,11,2014,0,3,46,1,1,1359.2384
2014-11-14,1535,14,11,2014,0,4,46,1,1,1359.2384
2014-11-15,391,15,11,2014,0,5,46,1,1,420.45993
2014-11-16,23,16,11,2014,0,6,46,2,0,26.706736
2014-11-17,0,17,11,2014,1,0,47,2,0,26.246655
2014-11-18,915,18,11,2014,0,1,47,2,1,1104.5355
2014-11-19,1192,19,11,2014,0,2,47,2,1,1331.666
2014-11-20,1137,20,11,2014,0,3,47,2,1,1359.2384
2014-11-21,1558,21,11,2014,0,4,47,2,1,1359.2384
2014-11-22,422,22,11,2014,0,5,47,2,1,420.45993
2014-11-23,0,23,11,2014,0,6,47,2,0,26.706736
2014-11-24,1080,24,11,2014,0,0,48,2,1,891.5526
2014-11-25,1333,25,11,2014,0,1,48,2,1,1189.2294
2014-11-26,1555,26,11,2014,0,2,48,2,1,1517.0054
2014-11-27,1784,27,11,2014,0,3,48,2,1,1624.8937
2014-11-28,2098,28,11,2014,0,4,48,2,1,2045.8389
2014-11-29,1175,29,11,2014,0,5,48,2,1,1065.2355
2014-11-30,69,30,11,2014,0,6,48,2,0,41.765324
2014-12-01,684,1,12,2014,0,0,49,1,1,774.45264
2014-12-02,1055,2,12,2014,0,1,49,1,1,998.9145
2014-12-03,1285,3,12,2014,0,2,49,1,1,1230.3207
2014-12-04,1699,4,12,2014,0,3,49,1,1,1625.4436
2014-12-05,1769,5,12,2014,0,4,49,1,1,1696.3022
2014-12-06,348,6,12,2014,0,5,49,1,1,435.869
2014-12-07,1,7,12,2014,0,6,49,1,0,26.706736
2014-12-08,0,8,12,2014,1,0,50,1,0,26.246655
2014-12-09,1175,9,12,2014,0,1,50,1,1,1203.5514
2014-12-10,1786,10,12,2014,0,2,50,1,1,1632.8383
2014-12-11,1864,11,12,2014,0,3,50,1,1,1807.5503
2014-12-12,2289,12,12,2014,0,4,50,1,1,1969.6729
2014-12-13,700,13,12,2014,0,5,50,1,1,576.97876
2014-12-14,1,14,12,2014,0,6,50,1,0,26.706736
2014-12-15,1516,15,12,2014,0,0,51,1,1,1129.2479
2014-12-16,1941,16,12,2014,0,1,51,2,1,1559.3235
2014-12-17,2108,17,12,2014,0,2,51,2,1,1892.1274
2014-12-18,2360,18,12,2014,0,3,51,2,1,2043.5825
2014-12-19,2391,19,12,2014,0,4,51,2,1,2043.5825
2014-12-20,624,20,12,2014,0,5,51,2,1,653.955
2014-12-21,1,21,12,2014,0,6,51,2,0,26.706736
2014-12-22,1415,22,12,2014,0,0,52,2,1,1344.8575
2014-12-23,2593,23,12,2014,0,1,52,2,1,1774.9331
2014-12-24,1909,24,12,2014,0,2,52,2,1,1955.0344
2014-12-25,0,25,12,2014,1,3,52,2,0,105.12242
2014-12-26,1656,26,12,2014,0,4,52,2,1,1814.4958
2014-12-27,983,27,12,2014,0,5,52,2,1,960.3131
